0,9372.510432
0.01,9372.510432
0.0752,18000
0.1736,17930.5497
0.2814,17142.0404
0.3789,16661.79297
0.5416,15975.44402
0.7374,15357.23323
1.0209,14738.17892
1.261,14324.94493
1.4901,13911.89841
1.675,13293.78134
1.7619,12984.76967
1.9027,12264.39851
2.1958,11097.42725
2.3586,10411.0783
2.4993,9690.70716
2.5748,9176.343786
2.6935,8387.740764
2.8554,7359.014016
2.9632,6570.410976
3.081,5439.430152
3.1778,4651.014582
3.3067,3554.055954
3.4035,2765.640384
3.5217,1771.591914
3.6844,1085.242986
3.9137,706.406112
4.0012,637.049538
4.275,565.912188
4.5379,529.171938
